ticket_id,customer_id,ticket_date,issue_category,priority,resolution_hours,ticket_status,customer_satisfaction
TICK0011046,CUST04258,2026-03-19,Integration,Medium,22,Resolved,4
TICK0011047,CUST04258,2025-11-09,How-To Question,Low,32,Resolved,4
TICK0011048,CUST04258,2024-04-12,Technical Issue,Low,93,Resolved,2
TICK0011049,CUST04258,2024-04-18,Technical Issue,Medium,36,Resolved,5
TICK0011050,CUST04258,2025-03-03,Account Access,Medium,70,Resolved,4
TICK0011051,CUST04259,2025-02-25,Account Access,Low,44,Resolved,4
TICK0011052,CUST04259,2025-05-14,Account Access,Low,73,Resolved,3
TICK0011053,CUST04259,2024-10-17,Account Access,Medium,39,Resolved,5
TICK0011054,CUST04259,2024-06-18,Billing,Low,58,Resolved,3
TICK0011055,CUST04259,2024-07-29,Bug Report,Low,57,Resolved,4
TICK0011056,CUST04259,2024-12-03,How-To Question,Low,92,Resolved,3
TICK0011057,CUST04260,2026-08-30,Integration,Low,33,Resolved,4
TICK0011058,CUST04260,2026-09-02,Feature Request,Low,65,Resolved,2
TICK0011059,CUST04260,2025-08-05,Performance,Medium,68,Resolved,4
TICK0011060,CUST04260,2026-01-03,Performance,Low,76,Resolved,5
TICK0011061,CUST04261,2024-05-21,Performance,Low,53,Resolved,3
TICK0011062,CUST04262,2026-07-11,Billing,Medium,42,Resolved,5
TICK0011063,CUST04262,2026-08-06,Account Access,Medium,31,Resolved,4
TICK0011064,CUST04262,2026-07-31,Billing,Low,36,Resolved,5
TICK0011065,CUST04263,2025-03-03,Feature Request,High,21,Resolved,1
TICK0011066,CUST04263,2025-03-04,Billing,Medium,35,Resolved,3
TICK0011067,CUST04263,2025-05-07,Feature Request,Low,78,Resolved,5
TICK0011068,CUST04264,2025-09-12,Billing,Low,87,Resolved,5
TICK0011069,CUST04266,09/22/2026,Performance,Low,43,Resolved,5
TICK0011070,CUST04266,2026-09-10,Performance,Urgent,6,Resolved,3
TICK0011071,CUST04267,10/24/2025,Integration,Low,151,Resolved,5
TICK0011072,CUST04267,2025-11-26,Performance,Medium,96,Resolved,3
TICK0011073,CUST04267,2026-07-25,Integration,High,33,Resolved,3
TICK0011074,CUST04267,2025-08-26,Integration,Medium,130,Resolved,1
TICK0011075,CUST04267,2025-07-27,Integration,Low,137,Pending,2
TICK0011076,CUST04267,2026-02-17,Performance,High,35,Pending,2
TICK0011077,CUST04267,2026-02-28,Technical Issue,Low,110,Resolved,3
TICK0011078,CUST04267,2025-08-08,Performance,Low,116,Resolved,2
TICK0011079,CUST04267,2026-02-18,Account Access,High,26,Resolved,2
TICK0011080,CUST04268,2026-09-01,Performance,Medium,22,Resolved,3
TICK0011081,CUST04268,2026-09-14,Feature Request,Low,95,Resolved,4
TICK0011082,CUST04269,2026-07-12,Technical Issue,Low,56,Resolved,3
TICK0011083,CUST04269,2026-05-13,Integration,Low,13,Resolved,5
TICK0011084,CUST04270,2026-07-06,How-To Question,Medium,53,Open,5
TICK0011085,CUST04270,2026-06-29,How-To Question,Medium,51,Resolved,5
TICK0011086,CUST04272,06/22/2025,Technical Issue,High,27,Resolved,5
TICK0011087,CUST04272,2026-09-21,Feature Request,Low,39,Resolved,3
TICK0011088,CUST04274,2026-07-23,Technical Issue,Low,55,Resolved,
TICK0011089,CUST04275,2026-01-10,Performance,Medium,35,resolved,2
TICK0011090,CUST04275,04/01/2026,Billing,Low,77,Resolved,4
TICK0011091,CUST04276,2025-12-07,Performance,Low,66,Resolved,3
TICK0011092,CUST04277,2025-12-18,Performance,Low,99,Resolved,2
TICK0011093,CUST04277,2025-09-02,Bug Report,Medium,92,Resolved,2
TICK0011094,CUST04277,2026-05-19,Technical Issue,Low,180,Resolved,2
TICK0011095,CUST04277,2025-12-14,Integration,Low,134,Resolved,3
TICK0011096,CUST04279,2024-11-05,Billing,High,49,Resolved,2
TICK0011097,CUST04279,2024-11-21,Performance,Low,59,Resolved,3
TICK0011098,CUST04279,2025-08-06,Billing,Low,12,Resolved,1
TICK0011099,CUST04279,2025-06-02, billing,Medium,54,Resolved,4
TICK0011100,CUST04279,2025-06-09,How-To Question,Low,65,Resolved,4
TICK0011101,CUST04280,2026-02-01,How-To Question,Low,81,Resolved,4
TICK0011102,CUST04281,2024-07-13,How-To Question,High,30,Resolved,4
TICK0011103,CUST04281,2024-06-10,How-To Question,Medium,45,Resolved,3
TICK0011104,CUST04281,2024-05-16,Performance,MEDIUM,59,Resolved,5
TICK0011105,CUST04281,2024-07-15,Billing,Urgent,12,Resolved,4
TICK0011106,CUST04282,07/26/2026,Billing,High,17,Resolved,5
TICK0011107,CUST04282,2025-12-23,How-To Question,Medium,37,Resolved,4
TICK0011108,CUST04282,2026-08-22,How-To Question,Low,68,Resolved,4
TICK0011109,CUST04282,2026-02-11,Performance,Low,100,Resolved,1
TICK0011110,CUST04283,2026-07-26,Performance,Medium,30,Resolved,5
TICK0011111,CUST04283,2026-07-21,Performance,Low,75,Resolved,4
TICK0011112,CUST04284,2025-09-07,Performance,Low,12,Resolved,4
TICK0011113,CUST04284,2024-12-06,Performance,Low,75,Pending,3
TICK0011114,CUST04284,2024-01-07,How-To Question,Medium,42,Resolved,5
TICK0011115,CUST04285,2026-08-21,Account Access,Low,45,Resolved,4
TICK0011116,CUST04285,2026-05-27,Feature Request,Low,73,Resolved,5
TICK0011117,CUST04286,2026-01-24,Bug Report,Medium,77,Resolved,5
TICK0011118,CUST04287,2025-06-22,How-To Question,Medium,40,Resolved,1
TICK0011119,CUST04287,2026-04-29,Billing,Medium,29,Resolved,1
TICK0011120,CUST04287,2025-11-18,How-To Question,Medium,47,Resolved,5
TICK0011121,CUST04287,2026-02-18,Performance,Medium,33,Resolved,5
TICK0011122,CUST04288,2025-02-23,Performance, high,17,Resolved,5
TICK0011123,CUST04288,2025-06-09,How-To Question,Medium,8,Resolved,1
TICK0011124,CUST04288,2025-02-09,Billing,Low,83,Pending,3
TICK0011125,CUST04290,2026-07-15,How-To Question,Medium,67,Resolved,4
TICK0011126,CUST04290,2026-09-22,How-To Question,Medium,25,Resolved,5
TICK0011127,CUST04291,2024-02-28,Billing,Low,76,Resolved,3
TICK0011128,CUST04291,2026-01-07,Feature Request,Low,101,Resolved,5
TICK0011129,CUST04292,2026-08-17,Integration,Medium,64,Resolved,5
TICK0011130,CUST04292,2026-08-27,Bug Report,Low,61,Resolved,4
TICK0011131,CUST04292,2026-08-16,Performance,Medium,45,Resolved,5
TICK0011132,CUST04293,2026-04-05,Account Access,Medium,54,Resolved,2
TICK0011133,CUST04293,2025-11-01,Performance,Low,99,Resolved,4
TICK0011134,CUST04293,2025-10-22,Technical Issue,Low,77,Resolved,2
TICK0011135,CUST04293,2025-11-21,Account Access,High,35,Resolved,1
TICK0011136,CUST04296,2026-06-07,Performance,Medium,51,Pending,4
TICK0011137,CUST04297,2024-04-27,Account Access,Low,159,Resolved,1
TICK0011138,CUST04297,2024-07-12,Account Access,Urgent,16,Resolved,3
TICK0011139,CUST04298,2025-12-25,Feature Request,High,21,Resolved,5
TICK0011140,CUST04299,2026-09-18,Account Access,Low,176,Resolved,1
TICK0011141,CUST04299,2026-09-12,Account Access,Low,82,Resolved,1
TICK0011142,CUST04299,2026-09-09,Bug Report,Medium,122,Resolved,5
TICK0011143,CUST04299,2026-08-27,Integration,Medium,90,Resolved,4
TICK0011144,CUST04302,2026-06-22,Technical Issue,Medium,61,Resolved,1
TICK0011145,CUST04302,2026-06-13,Integration,High,31,Resolved,2
TICK0011146,CUST04302,2026-05-01,Account Access,Low,239,Resolved,1
TICK0011147,CUST04302,2026-06-29,Integration,Low,138,Resolved,2
TICK0011148,CUST04302,2026-04-06,Technical Issue,Medium,11,Resolved,3
TICK0011149,CUST04302,2026-03-21,Performance,Medium,67,Resolved,1
TICK0011150,CUST04302,2026-07-18,Integration,High,30,Resolved,2
TICK0011151,CUST04303,2025-07-26,Performance,Low,67,Pending,4
TICK0011152,CUST04303,2026-02-16,Bug Report,Low,145,Open,1
TICK0011153,CUST04303,2025-10-13,Account Access,Low,135,Resolved,1
TICK0011154,CUST04303,2026-08-21,Integration,Medium,77,Resolved,2
TICK0011155,CUST04303,2026-04-04,Account Access,Medium,13,Resolved,2
TICK0011156,CUST04303,2026-04-07,Integration,Medium,108,Resolved,4
TICK0011157,CUST04303,2026-03-06,Integration,Low,161,Resolved,3
TICK0011158,CUST04304,2026-07-09,Feature Request,Low,87,Resolved,2
TICK0011159,CUST04304,2026-05-06,How-To Question,Medium,93,Resolved,5
TICK0011160,CUST04305,2026-08-24,Technical Issue,Low,151,Resolved,2
TICK0011161,CUST04305,2026-08-30,Performance,Low,87,Resolved,2
TICK0011162,CUST04305,2025-09-02,Integration,Low,125,Resolved,4
TICK0011163,CUST04307,2025-10-05,Billing,High,21,Pending,5
TICK0011164,CUST04307,2026-05-06,Technical Issue,Low,111,Pending,5
TICK0011165,CUST04308,2026-04-05,Performance,Medium,29,Resolved,5
TICK0011166,CUST04308,2026-02-15,Performance,Medium,66,Resolved,5
TICK0011167,CUST04308,2025-11-10,How-To Question,Medium,27,Resolved,4
TICK0011168,CUST04309,2026-08-21,How-To Question,Medium,55,Resolved,5
TICK0011169,CUST04309,2026-09-18,How-To Question,Medium,16,Resolved,4
TICK0011170,CUST04309,2026-08-15,Feature Request,Low,66,Resolved,5
TICK0011171,CUST04310,2026-01-09,How-To Question,Medium,60,Resolved,5
TICK0011172,CUST04310,2026-05-08,How-To Question,Urgent,21,Resolved,5
TICK0011173,CUST04310,2026-06-26,Account Access,Low,58,Resolved,4
TICK0011174,CUST04311,2025-11-30,Bug Report,Urgent,2,Pending,2
TICK0011175,CUST04311,2026-07-11,Account Access,Low,59,Resolved,1
TICK0011176,CUST04311,2026-07-06,Technical Issue,High,45,Resolved,4
TICK0011177,CUST04311,2025-09-29,Account Access,Urgent,17,Resolved,1
TICK0011178,CUST04312,2025-12-03,Technical Issue,Medium,43,Resolved,5
TICK0011179,CUST04312,2025-10-26,Integration,Medium,37,Resolved,1
TICK0011180,CUST04312,2026-04-09,Integration,Low,120,Resolved,4
TICK0011181,CUST04313,2026-04-18,Performance,High,29,Resolved,3
TICK0011182,CUST04313,2026-06-22,Performance,Low,72,Resolved,5
TICK0011183,CUST04313,2026-07-29,How-To Question,Medium,34,Open,3
TICK0011184,CUST04313,2026-06-03,Feature Request,Low,74,Resolved,4
TICK0011185,CUST04314,2026-08-31,Account Access,Medium,23,Open,5
TICK0011186,CUST04315,2026-08-15,Feature Request,Low,48,Pending,4
TICK0011187,CUST04315,2026-07-09,Technical Issue,Low,89,Resolved,4
TICK0011188,CUST04316,2024-05-14,Account Access,Low,151,Resolved,2
TICK0011189,CUST04316,2024-07-30,Bug Report,High,17,Resolved,1
TICK0011190,CUST04316,2025-08-20,Bug Report,Medium,15,Resolved,5
TICK0011191,CUST04316,2025-10-04,Account Access,High,37,Resolved,1
TICK0011192,CUST04316,2024-09-09,Technical Issue,Medium,64,Resolved,5
TICK0011193,CUST04316,2025-01-26,Bug Report,High,49,Resolved,2
TICK0011194,CUST04316,2025-06-12,Performance,Urgent,27,Resolved,2
TICK0011195,CUST04318,2026-06-15,Feature Request,Low,101,Pending,1
TICK0011196,CUST04318,2026-08-16,Performance,Low,55,Pending,3
TICK0011197,CUST04318,2026-06-10,Billing,Medium,77,Resolved,4
TICK0011198,CUST04318,2026-08-22,Billing,Low,30,Resolved,5
TICK0011199,CUST04319,2025-11-07,Performance,Low,77,Resolved,3
TICK0011200,CUST04319,2026-01-25,Performance,Medium,50,Resolved,3
TICK0011201,CUST04319,2026-06-28,Feature Request,Low,84,Resolved,5
TICK0011202,CUST04320,2026-08-17,Billing,Low,24,Resolved,4
TICK0011203,CUST04320,2026-06-27,Account Access,Medium,54,Resolved,2
TICK0011204,CUST04321,2026-05-14,Technical Issue,Low,70,Pending,4
TICK0011205,CUST04321,2026-09-23,Bug Report,Medium,40,Resolved,4
TICK0011206,CUST04322,2024-12-06,Billing,Low,72,Resolved,5
TICK0011207,CUST04322,2025-09-27,Bug Report,Low,135,Pending,5
TICK0011208,CUST04322,2024-04-29,Billing,Medium,8,Pending,5
TICK0011209,CUST04322,2025-04-28,Bug Report,Medium,59,Resolved,5
TICK0011210,CUST04324,2024-11-01,Account Access,Low,29,Resolved,1
TICK0011211,CUST04324,2024-11-03,Bug Report,Low,157,Resolved,3
TICK0011212,CUST04324,2026-07-19,Performance,Low,238,Resolved,1
TICK0011213,CUST04324,2026-07-10,Performance,Low,43,Resolved,4
TICK0011214,CUST04325,2025-09-01,Technical Issue,Medium,60,Resolved,1
TICK0011215,CUST04325,2026-09-19,Technical Issue,Low,40,Resolved,1
TICK0011216,CUST04325,2025-12-26,Account Access,Low,98,Pending,2
TICK0011217,CUST04325,2025-08-16,Technical Issue,Low,126,Resolved,2
TICK0011218,CUST04325,2026-03-18,Performance,Low,88,Resolved,5
TICK0011219,CUST04326,2024-09-28,Technical Issue,Low,94,Resolved,5
TICK0011220,CUST04326,2026-09-02,Technical Issue,Low,78,Resolved,4
TICK0011221,CUST04326,2024-08-31,Feature Request,Low,74,Resolved,4
TICK0011222,CUST04327,2025-01-23,Feature Request,Low,89,Resolved,3
TICK0011223,CUST04327,2024-06-20,Account Access,Low,106,Pending,1
TICK0011224,CUST04327,2024-06-19,Feature Request,High,25,Resolved,5
TICK0011225,CUST04327,2024-07-09,Account Access,Low,71,Resolved,2
TICK0011226,CUST04328,2026-08-08,Integration,Low,61,Resolved,3
TICK0011227,CUST04329,2025-12-02,Billing,Urgent,8,Resolved,4
TICK0011228,CUST04330,2026-08-05,Technical Issue,Medium,59,Pending,2
TICK0011229,CUST04330,2026-02-07,Technical Issue,Medium,74,Resolved,4
TICK0011230,CUST04330,2026-08-28,Account Access,Low,76,Resolved,5
TICK0011231,CUST04331,2025-11-16,Technical Issue,Low,159,Resolved,3
TICK0011232,CUST04331,2026-03-09,Technical Issue,Low,138,Resolved,1
TICK0011233,CUST04331,2026-04-14,Technical Issue,High,61,Resolved,1
TICK0011234,CUST04331,2026-08-29,Performance,Low,121,Resolved,5
TICK0011235,CUST04331,2026-01-15,Technical Issue,Urgent,5,Resolved,2
TICK0011236,CUST04331,2025-12-27,Bug Report,Low,101,Resolved,2
TICK0011237,CUST04332,2024-06-02,Bug Report,low,17,Resolved,4
TICK0011238,CUST04332,2024-11-29,Performance,Medium,34,Resolved,5
TICK0011239,CUST04333,2026-02-27,Feature Request,Medium,82,Resolved,3
TICK0011240,CUST04334,2024-09-23,Billing,Low,37,Resolved,3
TICK0011241,CUST04334,2024-05-13,How-To Question,Low,12,Resolved,2
TICK0011242,CUST04334,01/28/2024,Billing,Low,35,Resolved,5
TICK0011243,CUST04334,2026-05-21,How-To Question,Low,107,Resolved,4
TICK0011244,CUST04335,2026-09-22,Technical Issue,High,28,Open,3
TICK0011245,CUST04335,2026-09-09,Performance,Low,136,Resolved,2
TICK0011246,CUST04335,08/14/2026,technical issue,Medium,65,Resolved,3
TICK0011247,CUST04335,2026-09-04,Integration,Low,98,Resolved,2
TICK0011248,CUST04336,2026-01-11,Account Access,Low,63,Resolved,4
TICK0011249,CUST04336,2026-04-08,Technical Issue,Low,91,Resolved,5
TICK0011250,CUST04336,2026-03-27,Integration,Medium,83,Resolved,4
TICK0011251,CUST04337,2025-04-27,Feature Request,High,18,Resolved,2
TICK0011252,CUST04337,2026-02-12,Billing,Medium,67,Pending,3
TICK0011253,CUST04337,2025-08-06,Feature Request,Low,37,Resolved,1
TICK0011254,CUST04338,2026-07-24,Performance,Low,119,Resolved,4
TICK0011255,CUST04338,2026-06-25,Billing,Low,22,Resolved,1
TICK0011256,CUST04338,2026-03-21,Performance,Low,57,Resolved,5
TICK0011257,CUST04339,2026-07-31,Account Access,High,17,Resolved,4
TICK0011258,CUST04340,2026-08-31,How-To Question,Medium,38,Resolved,4
TICK0011259,CUST04340,2026-04-19,Performance,Low,86,Pending,4
TICK0011260,CUST04341,2026-01-19,Account Access,Low,91,Resolved,3
TICK0011261,CUST04342,2026-08-08,Billing,Low,67,Resolved,4
TICK0011262,CUST04343,2025-02-15,Feature Request,Medium,56,Resolved,1
TICK0011263,CUST04343,2025-10-21,Account Access,Low,96,Resolved,5
TICK0011264,CUST04343,2025-06-30,How-To Question,Medium,58,Resolved,4
TICK0011265,CUST04344,2025-07-20,Technical Issue,Low,46,Resolved,4
TICK0011266,CUST04344,2024-11-17,Bug Report,Medium,61,Pending,1
TICK0011267,CUST04345,2026-08-12,Technical Issue,Low,83,Resolved,3
TICK0011268,CUST04345,2026-03-27,Feature Request,Medium,48,Resolved,4
TICK0011269,CUST04345,2026-08-07,Account Access,Medium,35,Resolved,5
TICK0011270,CUST04347,2024-09-12,Technical Issue,Low,61,Resolved,3
TICK0011271,CUST04347,2024-06-11,Account Access,Low,208,Resolved,1
TICK0011272,CUST04347,2025-02-07,Bug Report,Low,166,Resolved,2
TICK0011273,CUST04347,10/04/2024,Bug Report,Low,153,Resolved,5
TICK0011274,CUST04347,2024-06-11,Performance,Medium,69,Resolved,3
TICK0011275,CUST04348,2026-07-04,Feature Request,Low,12,Resolved,4
TICK0011276,CUST04350,2026-07-03,Technical Issue,Low,54,Resolved,4
TICK0011277,CUST04351,2026-09-01,How-To Question,Low,61,Pending,3
TICK0011278,CUST04352,2025-05-28,Integration,Medium,50,Resolved,2
TICK0011279,CUST04352,2025-06-05,Bug Report,Medium,77,Resolved,3
TICK0011280,CUST04352,2026-04-04,Integration,Low,152,Resolved,1
TICK0011281,CUST04352,2025-11-13,Account Access,Low,178,Resolved,2
TICK0011282,CUST04352,2025-05-18,Account Access,Medium,67,Resolved,4
TICK0011283,CUST04352,2026-04-15,Integration,Low,79,Resolved,1
TICK0011284,CUST04352,2025-08-24,Bug Report,Medium,13,Resolved,1
TICK0011285,CUST04352,2025-11-23,Technical Issue,Medium,50,Resolved,2
TICK0011286,CUST04353,2026-08-24,Bug Report,Medium,85,Resolved,1
TICK0011287,CUST04353,2026-09-21,Account Access,Low,175,Resolved,2
TICK0011288,CUST04353,2026-09-02,Integration,Low,96,Resolved,3
TICK0011289,CUST04353,2026-09-20,Account Access,Low,65,Resolved,2
TICK0011290,CUST04353,2026-08-22,Bug Report,Low,68,Resolved,2
TICK0011291,CUST04354,2024-09-21,Technical Issue,Low,52,Resolved,5
TICK0011292,CUST04355,2026-04-05,How-To Question,Medium,42,resolved,5
TICK0011293,CUST04355,2026-06-11,Billing,High,23,Resolved,3
TICK0011294,CUST04355,2026-07-19,Feature Request,Urgent,18,Resolved,3
TICK0011295,CUST04356,2026-07-03,Performance,High,16,Resolved,4
TICK0011296,CUST04356,2026-07-18,Technical Issue,Medium,67,Resolved,5
TICK0011297,CUST04356,2026-06-16,Bug Report,Low,70,Open,3
TICK0011298,CUST04357,2025-03-08,Performance,Low,89,Resolved,5
TICK0011299,CUST04357,2025-12-26,Feature Request,Medium,69,Resolved,4
TICK0011300,CUST04358,2026-09-21,Billing,Medium,32,Resolved,5
TICK0011301,CUST04358,2026-06-04,How-To Question,Medium,15,Resolved,1
TICK0011302,CUST04358,2026-06-09,How-To Question,Low,122,Resolved,5
TICK0011303,CUST04358,2026-09-16,How-To Question,Low,96,Resolved,4
TICK0011304,CUST04359,2026-04-21,Feature Request,Low,102,Resolved,4
TICK0011305,CUST04360,2024-12-23,Bug Report,High,16,Resolved,1
TICK0011306,CUST04360,2025-01-19,Integration,Low,93,Resolved,1
TICK0011307,CUST04360,2025-09-05,Account Access,Medium,106,Pending,3
TICK0011308,CUST04360,2025-09-26,Integration,Medium,79,Resolved,3
TICK0011309,CUST04360,2025-06-15,Integration,Medium,107,Resolved,1
TICK0011310,CUST04360,2025-03-19,Technical Issue,High,23,Resolved,4
TICK0011311,CUST04360,2025-01-16,Performance,Medium,71,Resolved,2
TICK0011312,CUST04360,2025-10-03,Performance,Low,122,Open,2
TICK0011313,CUST04360,09/17/2025,Account Access,Medium,93,Resolved,3
TICK0011314,CUST04361,2025-05-23,Integration,Low,61,Resolved,4
TICK0011315,CUST04361,2026-05-15,Feature Request,Medium,8,Pending,5
TICK0011316,CUST04361,2026-01-31,Technical Issue,Low,136,Resolved,5
TICK0011317,CUST04362,2026-03-22,Technical Issue,Medium,44,Resolved,2
TICK0011318,CUST04363,2026-01-31,Performance,Low,99,Pending,3
TICK0011319,CUST04364,2025-03-04,Bug Report,High,22,Resolved,4
TICK0011320,CUST04365,2025-04-14,Account Access,Medium,41,Resolved,3
TICK0011321,CUST04365,2025-02-12,How-To Question,Medium,60,resolved,4
TICK0011322,CUST04365,2025-06-07,Account Access,Medium,59,resolved,3
TICK0011323,CUST04365,2025-04-25,How-To Question,Medium,26,Resolved,5
TICK0011324,CUST04365,2025-05-05,How-To Question,Low,64,Resolved,5
TICK0011325,CUST04366,2026-08-25,Technical Issue,Low,75,Resolved,3
TICK0011326,CUST04366,2026-09-14,Integration,Low,124,Resolved,1
TICK0011327,CUST04366,2026-09-19,Performance,Low,174,Resolved,1
TICK0011328,CUST04366,2026-08-26,Integration,Medium,65,Resolved,2
TICK0011329,CUST04366,2026-08-19,Integration,Low,192,Resolved,4
TICK0011330,CUST04366,2026-08-29,Integration,Low,57,Resolved,1
TICK0011331,CUST04366,2026-08-18,Integration,High,45,Resolved,3
TICK0011332,CUST04367,2025-12-29,Feature Request,Medium,44,Resolved,5
TICK0011333,CUST04367,2025-07-13,Billing,Low,87,Resolved,3
TICK0011334,CUST04368,2026-08-10,Bug Report,Medium,40,Resolved,5
TICK0011335,CUST04369,2025-10-08,Technical Issue,Low,46,Resolved,5
TICK0011336,CUST04369,2025-08-09,Feature Request,Medium,73,Resolved,2
TICK0011337,CUST04370,2025-01-27,Feature Request,Medium,44,Resolved,2
TICK0011338,CUST04373,2026-02-15,Performance,Medium,46,resolved,1
TICK0011339,CUST04373,2025-12-12,Performance,Medium,54,Resolved,5
TICK0011340,CUST04373,2025-12-24,How-To Question,Medium,50,Resolved,4
TICK0011341,CUST04373,2026-05-10,Account Access,Medium,28,Pending,1
TICK0011342,CUST04374,2024-08-21,Bug Report,Medium,36,Resolved,5
TICK0011343,CUST04374,2025-01-13,Performance,Medium,58,Resolved,5
TICK0011344,CUST04374,2024-11-27,Feature Request,Medium,63,Resolved,5
TICK0011345,CUST04374,2026-04-24,Account Access,Low,55,Open,4
TICK0011346,CUST04374,2025-08-19,Billing,Medium,31,Resolved,5
TICK0011347,CUST04375,2026-09-06,Feature Request,High,19,Resolved,4
TICK0011348,CUST04375,2026-07-14,Account Access,Medium,52,Resolved,5
TICK0011349,CUST04376,2026-09-13,Feature Request,Low,27,Resolved,4
TICK0011350,CUST04376,2025-11-23,Feature Request,Low,74,Resolved,3
TICK0011351,CUST04377,2026-09-01,Billing,Low,97,Resolved,3
TICK0011352,CUST04377,2026-09-12,Feature Request,Low,89,Pending,4
TICK0011353,CUST04379,2026-02-09,Performance,Low,63,Open,4
TICK0011354,CUST04379,2026-03-04,Performance,Low,19,Resolved,3
TICK0011355,CUST04379,2026-02-23,Billing,Low,133,Resolved,2
TICK0011356,CUST04379,2026-01-28,Performance,Low,79,Resolved,4
TICK0011357,CUST04379,2026-01-31,How-To Question,Urgent,23,Resolved,4
TICK0011358,CUST04381,2025-04-01,Bug Report,Low,57,Resolved,2
TICK0011359,CUST04381,2025-01-23,Bug Report,Medium,115,Pending,4
TICK0011360,CUST04381,2024-08-05,Integration,Low,78,Resolved,1
TICK0011361,CUST04381,2024-06-01,Account Access,Medium,84,Open,1
TICK0011362,CUST04382,2025-07-17,How-To Question,Low,38,Resolved,5
TICK0011363,CUST04382,2025-04-25,Bug Report,Medium,60,Resolved,2
TICK0011364,CUST04383,2026-02-16,Integration,Medium,101,Resolved,2
TICK0011365,CUST04383,2025-12-03,Account Access,Medium,41,Open,1
TICK0011366,CUST04383,2026-09-18,Integration,Medium,87,Resolved,2
TICK0011367,CUST04384,2025-06-07,Performance,Low,48,Pending,1
TICK0011368,CUST04385,2025-11-26,Billing,Medium,48,Resolved,4
TICK0011369,CUST04386,2025-12-02,Technical Issue,low,38,Resolved,4
TICK0011370,CUST04386,2026-08-06,Bug Report,Low,46,Resolved,5
TICK0011371,CUST04387,2026-05-22,Integration,High,50,Resolved,1
TICK0011372,CUST04387,2026-08-22,Technical Issue,Low,112,Resolved,3
TICK0011373,CUST04387 ,2026-07-09,Account Access,Low,209,Resolved,5
TICK0011374,CUST04388,2025-05-18,Technical Issue,Low,84,Resolved,4
TICK0011375,CUST04388,2025-05-13,Bug Report,Low,20,Resolved,5
TICK0011376,CUST04388,2025-05-22,Billing,Low,82,Resolved,5
TICK0011377,CUST04389,2026-02-06,Integration,High,24,Resolved,4
TICK0011378,CUST04389,2025-12-04,Integration,Low,93,Resolved,4
TICK0011379,CUST04390,2026-02-25,Integration,Medium,13,Resolved,1
TICK0011380,CUST04390,2025-06-26,Integration,High,41,Resolved,3
TICK0011381,CUST04390,2026-05-24,Performance,Medium,104,Resolved,5
TICK0011382,CUST04390,2025-03-26,Integration,Medium,38,Resolved,1
TICK0011383,CUST04390,2026-05-11,Bug Report,Low,50,Resolved,3
TICK0011384,CUST04392,2026-03-12,How-To Question,Medium,42,Resolved,3
TICK0011385,CUST04393,2026-08-03,Integration,Low,71,Resolved,5
TICK0011386,CUST04393,2026-08-19,Feature Request,Low,81,Resolved,5
TICK0011387,CUST04394,2025-07-19,How-To Question,Urgent,7,Resolved,4
TICK0011388,CUST04395,2026-02-09,Billing,Urgent,11,Resolved,4
TICK0011389,CUST04395,2024-07-30,Feature Request,Low,52,Resolved,4
TICK0011390,CUST04395,2025-09-28,How-To Question,Medium,29,Resolved,5
TICK0011391,CUST04395,2024-07-21,Feature Request,Low,54,Resolved,4
TICK0011392,CUST04396,2025-12-17,How-To Question,Low,152,Resolved,5
TICK0011393,CUST04396,2026-07-24,How-To Question,Low,42,Open,3
TICK0011394,CUST04396,2025-11-26,Performance,Low,86,Pending,4
TICK0011395,CUST04396,2026-05-22,Performance,Low,36,Resolved,5
TICK0011396,CUST04397,2026-06-03,How-To Question,Medium,27,Resolved,5
TICK0011397,CUST04397,2026-03-25,Feature Request,Low,34,Resolved,1
TICK0011398,CUST04397,2026-02-28,Billing,Medium,50,Resolved,4
TICK0011399,CUST04397,2026-07-01,Performance,Medium,68,Resolved,4
TICK0011400,CUST04398,2024-09-19,Technical Issue,Low,68,Open,1
TICK0011401,CUST04398,2025-04-24,Integration,Urgent,13,Resolved,5
TICK0011402,CUST04398,2025-11-04,Technical Issue,Medium,64,Pending,1
TICK0011403,CUST04398,2025-05-29,Bug Report,Low,108,Resolved,2
TICK0011404,CUST04398,2024-10-21,Account Access,Medium,72,Resolved,3
TICK0011405,CUST04399,2026-06-18,Account Access,Low,89,Resolved,2
TICK0011406,CUST04399,2026-03-07,How-To Question,Medium,48,Resolved,3
TICK0011407,CUST04399,2026-01-10,How-To Question,Low,63,Resolved,2
TICK0011408,CUST04399,2026-01-09,Account Access,Low,117,Resolved,1
TICK0011409,CUST04400,2025-01-30,Technical Issue,High,62,Resolved,4
TICK0011410,CUST04400,2025-09-08,Performance,Low,85,Resolved,2
TICK0011411,CUST04400,2025-09-30,Performance,High,43,resolved,5
TICK0011412,CUST04400,2025-10-26,Account Access,Medium,85,Resolved,3
TICK0011413,CUST04401,2026-04-16,Billing,Low,57,Resolved,4
TICK0011414,CUST04401,2026-02-09,Billing,Low,38,Resolved,4
TICK0011415,CUST04401,2026-04-25,Performance,Medium,58,Resolved,3
TICK0011416,CUST04401,2026-01-05,Performance,Low,132,Resolved,4
TICK0011417,CUST04401,2026-01-04,Feature Request,High,17,Resolved,2
TICK0011418,CUST04401,2026-01-18,How-To Question,Low,95,Resolved,1
