feedback_id,customer_id,feedback_date,feedback_type,rating,sentiment,feedback_text
FDBK0004514,CUST03463,2026-08-15,General Feedback,2,Negative,We are not using the platform as much as we expected.
FDBK0004515,CUST03464,2026-07-23,Product Review,1,Negative,Some of the features are not being used by our team.
FDBK0004516,CUST03464,2026-02-10,Cancellation Feedback,3,Neutral,We are finding it difficult to get our team to use the platform regularly.
FDBK0004517,CUST03464,2025-08-16,Feature Request,4,Positive,We are not using the platform as much as we expected.
FDBK0004518,CUST03465,2025-02-28,Product Review,3,Neutral,We especially like the reporting features.
FDBK0004519,CUST03467,2025-04-02,General Feedback,3,Neutral,We are not using the platform as much as we expected.
FDBK0004520,CUST03468,2026-08-15,General Feedback,2,Negative,Our usage of the platform has decreased recently.
FDBK0004521,CUST03468,2026-08-12,Product Review,2,Negative,Our usage of the platform has decreased recently.
FDBK0004522,CUST03469,2026-08-06,Survey,2,Negative,The system has helped our team manage invoices more efficiently.
FDBK0004523,CUST03469,2026-03-23,General Feedback,3,Neutral,The platform is easy to use and useful for our daily operations.
FDBK0004524,CUST03471,2025-03-21,General Feedback,5,Positive,The system has helped our team manage invoices more efficiently.
FDBK0004525,CUST03472,2025-02-09,Product Review,5,Positive,We are happy with the features available.
FDBK0004526,CUST03475,2026-06-29,Product Review,2,Negative,We need faster responses when technical problems occur.
FDBK0004527,CUST03475,2026-07-16,General Feedback,5,Positive,Some support requests took too long to resolve.
FDBK0004528,CUST03475,2026-08-01,Survey,1,Negative,We have experienced several issues with customer support.
FDBK0004529,CUST03476,2025-07-12,Survey,3,Neutral,We are finding it difficult to get our team to use the platform regularly.
FDBK0004530,CUST03477,2026-07-29,Survey,2,Negative,The platform is useful but the price is becoming expensive.
FDBK0004531,CUST03477,2026-08-14,Product Review,3,Neutral,The pricing is difficult for our business.
FDBK0004532,CUST03477,2026-09-01,Product Review,4,Positive,We would like more value for the current subscription price.
FDBK0004533,CUST03477,2026-08-26,Product Review,5,Positive,We would like more value for the current subscription price.
FDBK0004534,CUST03478,2026-05-18,General Feedback,5,Positive,We especially like the reporting features.
FDBK0004535,CUST03479,2026-06-02,Product Review,5,Positive,We are happy with the features available.
FDBK0004536,CUST03480,2024-12-11,Survey,3,Neutral,Some of the features are not being used by our team.
FDBK0004537,CUST03480,2025-03-09,Product Review,4,Positive,Our usage of the platform has decreased recently.
FDBK0004538,CUST03481,2026-04-23,General Feedback,1,Negative,The product is useful but support needs improvement.
FDBK0004539,CUST03481,2026-06-20,Cancellation Feedback,1,Negative,We have experienced several issues with customer support.
FDBK0004540,CUST03481,2026-08-02,Cancellation Feedback,3,Neutral,The product is useful but support needs improvement.
FDBK0004541,CUST03481,2026-09-05,Cancellation Feedback,1,Negative,We have experienced several issues with customer support.
FDBK0004542,CUST03482,2026-01-20,Survey,3,Neutral,We would like more value for the current subscription price.
FDBK0004543,CUST03483,2026-02-22,Feature Request,1,Negative,We have experienced several issues with customer support.
FDBK0004544,CUST03484,2025-03-15,Product Review,1,Negative,We need faster responses when technical problems occur.
FDBK0004545,CUST03484,2026-03-22,Survey,1,Negative,We need faster responses when technical problems occur.
FDBK0004546,CUST03484,2025-06-08,General Feedback,3,Neutral,Some support requests took too long to resolve.
FDBK0004547,CUST03485,2025-03-30,Feature Request,3,Neutral,The platform is easy to use and useful for our daily operations.
FDBK0004548,CUST03486,2025-07-15,Product Review,4,Positive,We like the product but the monthly cost is high.
FDBK0004549,CUST03486,2025-07-01,Survey,2,Negative,The platform is useful but the price is becoming expensive.
FDBK0004550,CUST03489,2026-03-25,Cancellation Feedback,3,Neutral,We are happy with the features available.
FDBK0004551,CUST03489,2026-08-25,Cancellation Feedback,5,Positive,We are happy with the features available.
FDBK0004552,CUST03492,2026-02-14,Feature Request,5,Positive,We are happy with the features available.
FDBK0004553,CUST03493,2026-08-23,Survey,5,Positive,The platform has been useful for managing our business.
FDBK0004554,CUST03494,2025-04-15,General Feedback,5,Positive,The platform is easy to use and useful for our daily operations.
FDBK0004555,CUST03495,2024-09-12,Product Review,4,Positive,The system has helped our team manage invoices more efficiently.
FDBK0004556,CUST03497,2026-03-12,Feature Request,3,Neutral,We like the product but the monthly cost is high.
FDBK0004557,CUST03497,2025-10-18,Survey,3,Neutral,We would like more value for the current subscription price.
FDBK0004558,CUST03497,2025-08-31,General Feedback,2,Negative,We like the product but the monthly cost is high.
FDBK0004559,CUST03498,2026-05-16,Product Review,4,Positive,We are happy with the features available.
FDBK0004560,CUST03498,2026-08-06,Survey,5,Positive,The system has helped our team manage invoices more efficiently.
FDBK0004561,CUST03498,2025-03-30,Product Review,4,Positive,The system has helped our team manage invoices more efficiently.
FDBK0004562,CUST03499,2025-10-01,General Feedback,3,Neutral,The pricing is difficult for our business.
FDBK0004563,CUST03499,2025-12-17,Product Review,5,Positive,The pricing is difficult for our business.
FDBK0004564,CUST03499,2025-06-09,General Feedback,4,Positive,We would like more value for the current subscription price.
FDBK0004565,CUST03501,2025-12-27,Product Review,5,Positive,The system has helped our team manage invoices more efficiently.
FDBK0004566,CUST03502,2026-05-31,Survey,5,Positive,The system has helped our team manage invoices more efficiently.
FDBK0004567,CUST03504,2026-04-20,Cancellation Feedback,5,Positive,The system has helped our team manage invoices more efficiently.
FDBK0004568,CUST03505,2024-10-26,Feature Request,5,Positive,The pricing is difficult for our business.
FDBK0004569,CUST03505,2024-09-07,Product Review,2,Negative,We like the product but the monthly cost is high.
FDBK0004570,CUST03505,2026-02-19,Product Review,4,Positive,The pricing is difficult for our business.
FDBK0004571,CUST03506,2026-09-02,Feature Request,5,Positive,The system has helped our team manage invoices more efficiently.
FDBK0004572,CUST03506,2026-01-22,Feature Request,3,Neutral,The platform is easy to use and useful for our daily operations.
FDBK0004573,CUST03506,2026-03-05,Survey,4,Positive,The platform is easy to use and useful for our daily operations.
FDBK0004574,CUST03507,2026-07-03,Feature Request,4,Positive,The platform is easy to use and useful for our daily operations.
FDBK0004575,CUST03508,2024-04-06,Product Review,3,Neutral,We are not using the platform as much as we expected.
FDBK0004576,CUST03508,2025-04-22,Product Review,2,Negative,We are not using the platform as much as we expected.
FDBK0004577,CUST03509,2025-07-05,Product Review,4,Positive,We are happy with the features available.
FDBK0004578,CUST03510,2025-06-29,Product Review,2,Negative,We are happy with the features available.
FDBK0004579,CUST03511,2025-09-14,General Feedback,5,Positive,The platform has been useful for managing our business.
FDBK0004580,CUST03511,2025-10-31,Feature Request,4,Positive,We especially like the reporting features.
FDBK0004581,CUST03512,2026-01-28,Cancellation Feedback,1,Negative,We have experienced several issues with customer support.
FDBK0004582,CUST03513,2024-06-20,Product Review,4,Positive,The system has helped our team manage invoices more efficiently.
FDBK0004583,CUST03514,2025-12-08,Survey,5,Positive,The system has helped our team manage invoices more efficiently.
FDBK0004584,CUST03516,2025-04-08,Feature Request,3,Neutral,The pricing is difficult for our business.
FDBK0004585,CUST03516,2025-08-25,Survey,3,Neutral,The pricing is difficult for our business.
FDBK0004586,CUST03516,2025-11-27,Feature Request,4,Positive,The platform is useful but the price is becoming expensive.
FDBK0004587,CUST03516,2026-08-27,Product Review,1,Negative,The platform is useful but the price is becoming expensive.
FDBK0004588,CUST03517,2025-11-21,Feature Request,2,Negative,We are happy with the features available.
FDBK0004589,CUST03517,2025-10-07,Product Review,5,Positive,The platform is easy to use and useful for our daily operations.
FDBK0004590,CUST03518,2025-11-25,Feature Request,4,Positive,The platform has been useful for managing our business.
FDBK0004591,CUST03519,2026-08-11,General Feedback,1,Negative,Our usage of the platform has decreased recently.
FDBK0004592,CUST03519,2026-06-01,Cancellation Feedback,4,Positive,We are finding it difficult to get our team to use the platform regularly.
FDBK0004593,CUST03519,2026-06-29,Cancellation Feedback,2,Negative,We are finding it difficult to get our team to use the platform regularly.
FDBK0004594,CUST03521,2026-02-22,Cancellation Feedback,4,Positive,We are finding it difficult to get our team to use the platform regularly.
FDBK0004595,CUST03521,2025-12-01,Product Review,2,Negative,Some of the features are not being used by our team.
FDBK0004596,CUST03522,2026-08-26,Product Review,3,Neutral,We especially like the reporting features.
FDBK0004597,CUST03522,2026-07-20,Product Review,4,Positive,The platform has been useful for managing our business.
FDBK0004598,CUST03523,2025-10-27,Survey,1,Negative,We like the product but the monthly cost is high.
FDBK0004599,CUST03524,2026-08-13,Cancellation Feedback,1,Negative,We have experienced several issues with customer support.
FDBK0004600,CUST03524,2026-08-23,Cancellation Feedback,2,Negative,The product is useful but support needs improvement.
FDBK0004601,CUST03524,2026-07-17,Cancellation Feedback,2,Negative,We have experienced several issues with customer support.
FDBK0004602,CUST03525,2026-04-19,Feature Request,5,Positive,We especially like the reporting features.
FDBK0004603,CUST03528,2025-08-27,General Feedback,5,Positive,The platform is easy to use and useful for our daily operations.
FDBK0004604,CUST03528,2026-01-28,Product Review,4,Positive,We are happy with the features available.
FDBK0004605,CUST03529,2026-08-13,Feature Request,1,Negative,We are finding it difficult to get our team to use the platform regularly.
FDBK0004606,CUST03530,2025-01-12,Survey,5,Positive,The system has helped our team manage invoices more efficiently.
FDBK0004607,CUST03531,2025-12-24,Product Review,3,Neutral,We have experienced several issues with customer support.
FDBK0004608,CUST03531,2026-04-10,Feature Request,3,Neutral,We have experienced several issues with customer support.
FDBK0004609,CUST03531,2026-09-10,Product Review,2,Negative,The product is useful but support needs improvement.
FDBK0004610,CUST03532,2026-08-01,Survey,3,Neutral,We are finding it difficult to get our team to use the platform regularly.
FDBK0004611,CUST03532,2026-08-20,General Feedback,1,Negative,We are not using the platform as much as we expected.
FDBK0004612,CUST03532,2026-07-19,General Feedback,2,Negative,We are finding it difficult to get our team to use the platform regularly.
FDBK0004613,CUST03533,2026-02-25,Product Review,5,Positive,We are happy with the features available.
FDBK0004614,CUST03534,2025-04-18,Product Review,4,Positive,The pricing is difficult for our business.
FDBK0004615,CUST03534,2026-04-08,Cancellation Feedback,1,Negative,The platform is useful but the price is becoming expensive.
FDBK0004616,CUST03534,2025-12-01,Cancellation Feedback,2,Negative,The platform is useful but the price is becoming expensive.
FDBK0004617,CUST03536,2026-09-18,Cancellation Feedback,4,Positive,The product is useful but support needs improvement.
FDBK0004618,CUST03536,2026-07-30,Cancellation Feedback,2,Negative,The product is useful but support needs improvement.
FDBK0004619,CUST03537,2026-05-02,Product Review,5,Positive,The platform is easy to use and useful for our daily operations.
FDBK0004620,CUST03537,2025-12-28,General Feedback,5,Positive,The platform has been useful for managing our business.
FDBK0004621,CUST03538,2025-04-23,Product Review,4,Positive,We like the product but the monthly cost is high.
FDBK0004622,CUST03538,2024-08-18,Feature Request,5,Positive,We would like more value for the current subscription price.
FDBK0004623,CUST03542,2025-06-11,Feature Request,5,Positive,The platform has been useful for managing our business.
FDBK0004624,CUST03542,2024-08-08,Product Review,5,Positive,The system has helped our team manage invoices more efficiently.
FDBK0004625,CUST03542,2025-10-20,General Feedback,3,Neutral,The platform is easy to use and useful for our daily operations.
FDBK0004626,CUST03543,2026-06-28,General Feedback,5,Positive,The platform is easy to use and useful for our daily operations.
FDBK0004627,CUST03543,2026-05-27,Survey,4,Positive,The system has helped our team manage invoices more efficiently.
FDBK0004628,CUST03544,2025-09-25,Product Review,5,Positive,The system has helped our team manage invoices more efficiently.
FDBK0004629,CUST03544,2026-02-06,Product Review,5,Positive,The platform has been useful for managing our business.
FDBK0004630,CUST03545,2025-02-11,Feature Request,5,Positive,We especially like the reporting features.
FDBK0004631,CUST03547,2025-07-10,Cancellation Feedback,3,Neutral,We are finding it difficult to get our team to use the platform regularly.
FDBK0004632,CUST03548,2026-08-25,Product Review,5,Positive,The system has helped our team manage invoices more efficiently.
FDBK0004633,CUST03549,2026-04-15,Feature Request,5,Positive,The system has helped our team manage invoices more efficiently.
FDBK0004634,CUST03552,2026-06-06,Feature Request,3,Neutral,The platform is easy to use and useful for our daily operations.
FDBK0004635,CUST03552,2026-03-01,Product Review,4,Positive,We especially like the reporting features.
FDBK0004636,CUST03554,2026-01-29,Product Review,5,Positive,The platform has been useful for managing our business.
FDBK0004637,CUST03554,2024-03-29,Survey,4,Positive,The system has helped our team manage invoices more efficiently.
FDBK0004638,CUST03554,2026-01-04,General Feedback,3,Neutral,The platform is easy to use and useful for our daily operations.
FDBK0004639,CUST03554,2025-07-27,Cancellation Feedback,4,Positive,The platform is easy to use and useful for our daily operations.
FDBK0004640,CUST03555,2025-11-29,Cancellation Feedback,1,Negative,We need faster responses when technical problems occur.
FDBK0004641,CUST03555,2025-06-11,Survey,4,Positive,We need faster responses when technical problems occur.
FDBK0004642,CUST03556,2026-01-26,Cancellation Feedback,5,Positive,The system has helped our team manage invoices more efficiently.
FDBK0004643,CUST03556,2025-12-26,Feature Request,5,Positive,The platform has been useful for managing our business.
FDBK0004644,CUST03557,2025-12-09,Product Review,1,Negative,We especially like the reporting features.
FDBK0004645,CUST03557,2026-07-13,General Feedback,5,Positive,We especially like the reporting features.
FDBK0004646,CUST03557,2026-08-10,Product Review,5,Positive,We especially like the reporting features.
FDBK0004647,CUST03561,2025-10-22,General Feedback,4,Positive,We would like more value for the current subscription price.
FDBK0004648,CUST03562,2024-08-13,Product Review,3,Neutral,Some support requests took too long to resolve.
FDBK0004649,CUST03562,2025-12-25,Product Review,1,Negative,Some support requests took too long to resolve.
FDBK0004650,CUST03563,2025-05-03,Cancellation Feedback,5,Positive,The platform has been useful for managing our business.
FDBK0004651,CUST03563,2025-07-09,Feature Request,5,Positive,We especially like the reporting features.
FDBK0004652,CUST03564,2026-09-05,Survey,4,Positive,The platform is easy to use and useful for our daily operations.
FDBK0004653,CUST03564,2026-01-05,Survey,4,Positive,The platform has been useful for managing our business.
FDBK0004654,CUST03565,2026-07-11,Survey,2,Negative,We especially like the reporting features.
FDBK0004655,CUST03566,2026-05-30,General Feedback,4,Positive,We are happy with the features available.
FDBK0004656,CUST03568,2026-09-16,Survey,1,Negative,Some support requests took too long to resolve.
FDBK0004657,CUST03568,2026-09-17,General Feedback,2,Negative,The product is useful but support needs improvement.
FDBK0004658,CUST03568,2026-09-01,Product Review,1,Negative,The product is useful but support needs improvement.
FDBK0004659,CUST03568,2026-09-16,Product Review,2,Negative,We have experienced several issues with customer support.
FDBK0004660,CUST03568,2026-08-12,General Feedback,3,Neutral,The product is useful but support needs improvement.
FDBK0004661,CUST03568,2026-07-28,Survey,2,Negative,We have experienced several issues with customer support.
FDBK0004662,CUST03568,2026-08-27,Product Review,1,Negative,Some support requests took too long to resolve.
FDBK0004663,CUST03569,2024-09-05,Survey,5,Positive,We are happy with the features available.
FDBK0004664,CUST03570,2026-07-29,Product Review,2,Negative,We like the product but the monthly cost is high.
FDBK0004665,CUST03571,2026-01-31,Survey,5,Positive,We are happy with the features available.
FDBK0004666,CUST03571,2025-12-29,Feature Request,3,Neutral,The platform is easy to use and useful for our daily operations.
FDBK0004667,CUST03572,2025-02-10,Product Review,4,Positive,The system has helped our team manage invoices more efficiently.
FDBK0004668,CUST03572,2025-05-22,Product Review,4,Positive,The platform has been useful for managing our business.
FDBK0004669,CUST03573,2025-06-06,Product Review,2,Negative,The product is useful but support needs improvement.
FDBK0004670,CUST03574,2026-05-19,Survey,4,Positive,Our usage of the platform has decreased recently.
FDBK0004671,CUST03574,2026-09-20,Survey,2,Negative,Our usage of the platform has decreased recently.
FDBK0004672,CUST03575,2025-11-27,Survey,4,Positive,The platform has been useful for managing our business.
FDBK0004673,CUST03575,2025-07-13,Product Review,5,Positive,We especially like the reporting features.
FDBK0004674,CUST03577,2026-01-11,Cancellation Feedback,1,Negative,We are finding it difficult to get our team to use the platform regularly.
FDBK0004675,CUST03577,2026-02-24,Cancellation Feedback,2,Negative,We are finding it difficult to get our team to use the platform regularly.
FDBK0004676,CUST03578,2026-06-10,General Feedback,5,Positive,We especially like the reporting features.
FDBK0004677,CUST03579,2025-11-09,General Feedback,1,Negative,Our usage of the platform has decreased recently.
FDBK0004678,CUST03579,2026-04-14,Survey,4,Positive,We are finding it difficult to get our team to use the platform regularly.
FDBK0004679,CUST03579,2025-10-20,Survey,4,Positive,Some of the features are not being used by our team.
FDBK0004680,CUST03579,2026-09-02,Survey,3,Neutral,Some of the features are not being used by our team.
FDBK0004681,CUST03579,2025-02-03,Survey,4,Positive,We are finding it difficult to get our team to use the platform regularly.
FDBK0004682,CUST03581,2024-08-15,Product Review,4,Positive,We especially like the reporting features.
FDBK0004683,CUST03581,2024-03-20,Survey,4,Positive,The platform is easy to use and useful for our daily operations.
FDBK0004684,CUST03584,2025-12-21,Survey,2,Negative,Some of the features are not being used by our team.
FDBK0004685,CUST03584,2024-05-12,Feature Request,3,Neutral,Some of the features are not being used by our team.
FDBK0004686,CUST03584,2026-03-26,General Feedback,5,Positive,We are finding it difficult to get our team to use the platform regularly.
FDBK0004687,CUST03585,2024-02-28,Product Review,3,Neutral,We especially like the reporting features.
FDBK0004688,CUST03588,2026-07-20,General Feedback,5,Positive,We would like more value for the current subscription price.
FDBK0004689,CUST03588,2026-05-28,Product Review,5,Positive,We like the product but the monthly cost is high.
FDBK0004690,CUST03590,2026-01-29,Product Review,4,Positive,We are happy with the features available.
FDBK0004691,CUST03591,2025-01-09,Survey,5,Positive,The platform has been useful for managing our business.
FDBK0004692,CUST03591,2026-09-23,Feature Request,5,Positive,The system has helped our team manage invoices more efficiently.
FDBK0004693,CUST03591,2026-01-19,Product Review,5,Positive,The system has helped our team manage invoices more efficiently.
FDBK0004694,CUST03592,2026-07-29,Product Review,3,Neutral,The platform is useful but the price is becoming expensive.
FDBK0004695,CUST03593,2025-12-11,Feature Request,3,Neutral,Some support requests took too long to resolve.
FDBK0004696,CUST03594,2025-06-14,Product Review,2,Negative,We need faster responses when technical problems occur.
FDBK0004697,CUST03594,2026-07-10,Feature Request,2,Negative,We have experienced several issues with customer support.
FDBK0004698,CUST03595,2026-05-02,Feature Request,3,Neutral,The platform is easy to use and useful for our daily operations.
FDBK0004699,CUST03598,2025-02-10,Feature Request,4,Positive,Some of the features are not being used by our team.
FDBK0004700,CUST03598,2026-01-22,Feature Request,2,Negative,Our usage of the platform has decreased recently.
FDBK0004701,CUST03599,2025-04-21,Product Review,5,Positive,The system has helped our team manage invoices more efficiently.
FDBK0004702,CUST03599,2026-03-04,General Feedback,1,Negative,The system has helped our team manage invoices more efficiently.
FDBK0004703,CUST03600,2026-07-24,General Feedback,5,Positive,Our usage of the platform has decreased recently.
FDBK0004704,CUST03604,2026-08-21,Cancellation Feedback,3,Neutral,Some of the features are not being used by our team.
FDBK0004705,CUST03606,2025-12-10,Cancellation Feedback,3,Neutral,Some of the features are not being used by our team.
FDBK0004706,CUST03607,2026-06-16,Survey,2,Negative,Some of the features are not being used by our team.
FDBK0004707,CUST03607,2026-06-09,Feature Request,4,Positive,We are not using the platform as much as we expected.
FDBK0004708,CUST03608,2023-11-30,Feature Request,3,Neutral,We especially like the reporting features.
FDBK0004709,CUST03609,2024-09-26,Product Review,1,Negative,We need faster responses when technical problems occur.
FDBK0004710,CUST03609,2025-11-07,Product Review,3,Neutral,Some support requests took too long to resolve.
FDBK0004711,CUST03611,2026-06-03,Feature Request,5,Positive,The platform is easy to use and useful for our daily operations.
FDBK0004712,CUST03611,2026-06-20,Product Review,3,Neutral,We especially like the reporting features.
FDBK0004713,CUST03612,2024-12-02,Cancellation Feedback,4,Positive,We have experienced several issues with customer support.
FDBK0004714,CUST03613,2026-07-02,Survey,4,Positive,We like the product but the monthly cost is high.
FDBK0004715,CUST03613,2025-08-24,Survey,3,Neutral,We would like more value for the current subscription price.
FDBK0004716,CUST03614,2025-11-27,General Feedback,2,Negative,Some support requests took too long to resolve.
FDBK0004717,CUST03615,2026-08-19,Survey,4,Positive,We are happy with the features available.
FDBK0004718,CUST03615,2025-03-29,Feature Request,3,Neutral,The platform is easy to use and useful for our daily operations.
FDBK0004719,CUST03616,2025-11-22,Cancellation Feedback,4,Positive,The platform has been useful for managing our business.
FDBK0004720,CUST03617,2024-04-18,Cancellation Feedback,2,Negative,The platform is easy to use and useful for our daily operations.
FDBK0004721,CUST03619,2026-02-28,Survey,5,Positive,The product is useful but support needs improvement.
FDBK0004722,CUST03620,2026-03-07,Product Review,2,Negative,Some support requests took too long to resolve.
FDBK0004723,CUST03620,2025-12-25,Cancellation Feedback,3,Neutral,We need faster responses when technical problems occur.
FDBK0004724,CUST03620,2026-03-01,Cancellation Feedback,1,Negative,The product is useful but support needs improvement.
FDBK0004725,CUST03620,2026-02-18,Cancellation Feedback,2,Negative,The product is useful but support needs improvement.
FDBK0004726,CUST03620,2025-12-26,Cancellation Feedback,2,Negative,We have experienced several issues with customer support.
FDBK0004727,CUST03622,2024-07-14,Cancellation Feedback,3,Neutral,We need faster responses when technical problems occur.
FDBK0004728,CUST03622,2025-12-17,Cancellation Feedback,2,Negative,We need faster responses when technical problems occur.
FDBK0004729,CUST03622,2025-06-28,General Feedback,1,Negative,We need faster responses when technical problems occur.
FDBK0004730,CUST03622,2025-03-24,Feature Request,2,Negative,We need faster responses when technical problems occur.
FDBK0004731,CUST03623,2025-08-04,Product Review,5,Positive,We are happy with the features available.
FDBK0004732,CUST03625,2026-08-18,Feature Request,4,Positive,We like the product but the monthly cost is high.
FDBK0004733,CUST03625,2026-05-25,Survey,5,Positive,We like the product but the monthly cost is high.
FDBK0004734,CUST03627,2025-05-24,Cancellation Feedback,3,Neutral,We especially like the reporting features.
FDBK0004735,CUST03627,2025-03-12,Cancellation Feedback,3,Neutral,The platform has been useful for managing our business.
FDBK0004736,CUST03628,2025-09-21,Survey,4,Positive,The platform has been useful for managing our business.
FDBK0004737,CUST03630,2025-02-07,Survey,5,Positive,The pricing is difficult for our business.
FDBK0004738,CUST03630,2025-02-25,Product Review,5,Positive,We would like more value for the current subscription price.
FDBK0004739,CUST03634,2026-09-16,Product Review,5,Positive,The system has helped our team manage invoices more efficiently.
FDBK0004740,CUST03634,2026-07-26,Feature Request,4,Positive,The system has helped our team manage invoices more efficiently.
FDBK0004741,CUST03635,2025-05-17,Cancellation Feedback,5,Positive,The system has helped our team manage invoices more efficiently.
FDBK0004742,CUST03635,2025-05-16,Product Review,5,Positive,The system has helped our team manage invoices more efficiently.
FDBK0004743,CUST03636,2026-02-01,Survey,5,Positive,Some of the features are not being used by our team.
FDBK0004744,CUST03636,2026-04-15,General Feedback,4,Positive,We are not using the platform as much as we expected.
FDBK0004745,CUST03636,2026-09-14,General Feedback,4,Positive,We are finding it difficult to get our team to use the platform regularly.
FDBK0004746,CUST03637,2024-10-10,Feature Request,3,Neutral,We especially like the reporting features.
FDBK0004747,CUST03637,2024-12-10,Product Review,4,Positive,The system has helped our team manage invoices more efficiently.
FDBK0004748,CUST03637,2025-07-20,Survey,3,Neutral,We are happy with the features available.
FDBK0004749,CUST03638,2024-12-16,Feature Request,5,Positive,The system has helped our team manage invoices more efficiently.
FDBK0004750,CUST03638,2025-10-02,Cancellation Feedback,5,Positive,The platform has been useful for managing our business.
FDBK0004751,CUST03639,2026-03-11,General Feedback,5,Positive,We especially like the reporting features.
FDBK0004752,CUST03639,2026-09-11,Product Review,3,Neutral,The platform has been useful for managing our business.
FDBK0004753,CUST03639,2026-01-22,Survey,1,Negative,The platform has been useful for managing our business.
FDBK0004754,CUST03641,2026-04-21,Product Review,3,Neutral,The platform is useful but the price is becoming expensive.
FDBK0004755,CUST03641,2025-09-18,Cancellation Feedback,5,Positive,The pricing is difficult for our business.
FDBK0004756,CUST03643,2026-08-18,Product Review,2,Negative,The product is useful but support needs improvement.
FDBK0004757,CUST03643,2026-08-14,Survey,1,Negative,Some support requests took too long to resolve.
FDBK0004758,CUST03643,2026-07-29,Survey,2,Negative,We need faster responses when technical problems occur.
FDBK0004759,CUST03643,2026-07-29,Product Review,1,Negative,We have experienced several issues with customer support.
FDBK0004760,CUST03643,2026-09-11,General Feedback,3,Neutral,The product is useful but support needs improvement.
FDBK0004761,CUST03644,2026-05-03,Survey,4,Positive,We are happy with the features available.
FDBK0004762,CUST03644,2026-09-18,Product Review,5,Positive,The platform is easy to use and useful for our daily operations.
FDBK0004763,CUST03645,2026-08-26,Survey,4,Positive,The product is useful but support needs improvement.
FDBK0004764,CUST03646,2026-03-10,Cancellation Feedback,4,Positive,The pricing is difficult for our business.
FDBK0004765,CUST03646,2025-10-02,Cancellation Feedback,3,Neutral,The platform is useful but the price is becoming expensive.
FDBK0004766,CUST03646,2024-10-14,Cancellation Feedback,1,Negative,The platform is useful but the price is becoming expensive.
FDBK0004767,CUST03647,2026-09-08,General Feedback,2,Negative,We are finding it difficult to get our team to use the platform regularly.
FDBK0004768,CUST03647,2026-05-14,Survey,2,Negative,We are not using the platform as much as we expected.
FDBK0004769,CUST03647,2026-05-19,Product Review,4,Positive,Our usage of the platform has decreased recently.
FDBK0004770,CUST03648,2026-07-29,Product Review,3,Neutral,We are happy with the features available.
FDBK0004771,CUST03648,2026-07-09,Survey,5,Positive,The platform is easy to use and useful for our daily operations.
FDBK0004772,CUST03650,2026-08-23,Feature Request,3,Neutral,Our usage of the platform has decreased recently.
FDBK0004773,CUST03651,2025-03-02,Cancellation Feedback,1,Negative,Some support requests took too long to resolve.
FDBK0004774,CUST03651,2024-08-28,General Feedback,3,Neutral,The product is useful but support needs improvement.
FDBK0004775,CUST03652,2025-08-23,General Feedback,4,Positive,The platform is easy to use and useful for our daily operations.
FDBK0004776,CUST03653,2025-05-16,Product Review,5,Positive,The system has helped our team manage invoices more efficiently.
FDBK0004777,CUST03655,2024-12-20,Cancellation Feedback,5,Positive,The pricing is difficult for our business.
FDBK0004778,CUST03655,2024-12-05,Product Review,1,Negative,The pricing is difficult for our business.
FDBK0004779,CUST03655,2024-10-10,Cancellation Feedback,4,Positive,The pricing is difficult for our business.
FDBK0004780,CUST03656,2025-10-09,Survey,2,Negative,The platform is easy to use and useful for our daily operations.
FDBK0004781,CUST03658,2024-10-19,Product Review,2,Negative,The pricing is difficult for our business.
FDBK0004782,CUST03659,2026-06-28,Product Review,4,Positive,The platform is easy to use and useful for our daily operations.
FDBK0004783,CUST03661,2026-08-13,Product Review,1,Negative,The product is useful but support needs improvement.
FDBK0004784,CUST03661,2026-08-10,Product Review,2,Negative,The product is useful but support needs improvement.
FDBK0004785,CUST03662,2025-07-07,General Feedback,4,Positive,The platform has been useful for managing our business.
FDBK0004786,CUST03662,2024-09-15,Survey,5,Positive,The system has helped our team manage invoices more efficiently.
FDBK0004787,CUST03664,2026-08-14,Cancellation Feedback,2,Negative,The pricing is difficult for our business.
FDBK0004788,CUST03664,2026-09-16,Cancellation Feedback,2,Negative,The platform is useful but the price is becoming expensive.
FDBK0004789,CUST03664,2026-08-11,Feature Request,2,Negative,We like the product but the monthly cost is high.
FDBK0004790,CUST03665,2025-11-06,Product Review,4,Positive,We like the product but the monthly cost is high.
FDBK0004791,CUST03665,2025-11-24,Product Review,4,Positive,The platform is useful but the price is becoming expensive.
FDBK0004792,CUST03666,2026-08-19,Survey,5,Positive,The system has helped our team manage invoices more efficiently.
FDBK0004793,CUST03668,2026-03-31,Product Review,4,Positive,The platform has been useful for managing our business.
FDBK0004794,CUST03671,2025-03-12,Cancellation Feedback,5,Positive,We need faster responses when technical problems occur.
FDBK0004795,CUST03671,2024-12-07,Feature Request,4,Positive,The product is useful but support needs improvement.
FDBK0004796,CUST03674,2026-06-16,Cancellation Feedback,2,Negative,We need faster responses when technical problems occur.
FDBK0004797,CUST03674,2026-05-31,Cancellation Feedback,1,Negative,Some support requests took too long to resolve.
FDBK0004798,CUST03674,2026-05-23,Feature Request,2,Negative,Some support requests took too long to resolve.
FDBK0004799,CUST03677,2026-08-06,Feature Request,4,Positive,The platform has been useful for managing our business.
FDBK0004800,CUST03678,2026-05-01,Survey,2,Negative,We have experienced several issues with customer support.
