activity_id,customer_id,month,login_count,session_minutes,invoices_created,reports_generated,active_users,features_used
ACT0080721,CUST04463,2025-06-01,32,402,60,7,4,1
ACT0080722,CUST04463,2025-07-01,18,469,44,6,4,6
ACT0080723,CUST04463,2025-08-01,24,406,24,7,2,3
ACT0080724,CUST04463,2025-09-01,25,510,29,12,5,4
ACT0080725,CUST04463,2025-10-01,20,554,52,11,4,5
ACT0080726,CUST04463,2025-11-01,11,446,51,7,1,4
ACT0080727,CUST04463,2025-12-01,19,565,16,0,5,3
ACT0080728,CUST04463,2026-01-01,20,565,34,11,1,4
ACT0080729,CUST04463,2026-02-01,29,539,36,5,2,4
ACT0080730,CUST04463,2026-03-01,23,476,41,11,4,4
ACT0080731,CUST04463,2026-04-01,24,638,50,4,1,5
ACT0080732,CUST04463,2026-05-01,28,339,56,6,3,5
ACT0080733,CUST04463,2026-06-01,28,534,50,5,2,4
ACT0080734,CUST04463,2026-07-01,16,441,26,11,2,2
ACT0080735,CUST04463,2026-08-01,14,709,36,4,3,3
ACT0080736,CUST04463,2026-09-01,24,466,34,11,4,3
ACT0080737,CUST04464,2024-01-01,23,274,24,11,4,3
ACT0080738,CUST04464,2024-02-01,27,775,36,1,5,4
ACT0080739,CUST04464,2024-03-01,24,378,55,3,3,3
ACT0080740,CUST04464,2024-04-01,22,432,21,6,1,2
ACT0080741,CUST04464,2024-05-01,18,233,36,8,4,4
ACT0080742,CUST04464,2024-06-01,22,400,43,1,5,4
ACT0080743,CUST04464,2024-07-01,27,412,32,5,3,2
ACT0080744,CUST04464,2024-08-01,27,604,27,13,2,4
ACT0080745,CUST04464,2024-09-01,11,502,55,5,2,6
ACT0080746,CUST04464,2024-10-01,21,511,15,9,3,4
ACT0080747,CUST04464,2024-11-01,30,279,51,7,3,4
ACT0080748,CUST04464,2024-12-01,18,471,43,8,5,6
ACT0080749,CUST04464,2025-01-01,23,705,61,9,1,5
ACT0080750,CUST04464,2025-02-01,30,598,24,10,5,7
ACT0080751,CUST04464,2025-03-01,20,640,25,10,5,3
ACT0080752,CUST04464,2025-04-01,16,797,25,7,4,3
ACT0080753,CUST04464,2025-05-01,31,415,11,15,4,5
ACT0080754,CUST04464,2025-06-01,36,597,32,4,1,2
ACT0080755,CUST04464,2025-07-01,16,525,32,11,3,4
ACT0080756,CUST04464,2025-08-01,4,557,32,10,3,5
ACT0080757,CUST04464,2025-09-01,26,336,36,8,1,2
ACT0080758,CUST04464,2025-10-01,16,601,41,10,4,4
ACT0080759,CUST04464,2025-11-01,20,694,50,6,1,5
ACT0080760,CUST04464,2025-12-01,39,734,54,7,1,4
ACT0080761,CUST04464,2026-01-01,27,404,52,7,5,3
ACT0080762,CUST04464,2026-02-01,16,676,51,8,1,7
ACT0080763,CUST04464,2026-03-01,26,210,51,12,6,4
ACT0080764,CUST04464,2026-04-01,14,315,31,7,5,5
ACT0080765,CUST04464,2026-05-01,16,616,40,10,5,3
ACT0080766,CUST04464,2026-06-01,20,418,64,10,6,6
ACT0080767,CUST04464,2026-07-01,29,337,33,7,2,3
ACT0080768,CUST04464,2026-08-01,20,366,0,6,2,6
ACT0080769,CUST04464,2026-09-01,17,621,24,1,4,5
ACT0080770,CUST04465,2025-05-01,20,654,35,9,5,4
ACT0080771,CUST04465,2025-06-01,14,501,24,7,3,7
ACT0080772,CUST04465,2025-07-01,12,388,24,9,4,4
ACT0080773,CUST04465,2025-08-01,17,432,24,2,1,5
ACT0080774,CUST04465,2025-09-01,26,398,18,6,2,7
ACT0080775,CUST04465,2025-10-01,19,131,40,10,1,7
ACT0080776,CUST04465,2025-11-01,20,507,42,4,5,6
ACT0080777,CUST04465,2025-12-01,19,327,34,7,2,3
ACT0080778,CUST04465,2026-01-01,32,549,35,8,4,6
ACT0080779,CUST04465,2026-02-01,9,465,45,6,3,6
ACT0080780,CUST04465,2026-03-01,17,562,16,3,2,5
ACT0080781,CUST04465,2026-04-01,25,273,29,6,1,4
ACT0080782,CUST04465,2026-05-01,20,613,14,11,4,5
ACT0080783,CUST04465,2026-06-01,15,558,47,3,5,1
ACT0080784,CUST04465,2026-07-01,17,565,39,7,1,6
ACT0080785,CUST04465,2026-08-01,17,394,47,9,2,7
ACT0080786,CUST04465,2026-09-01,13,584,42,8,8,6
ACT0080787,CUST04466,2025-01-01,22,318,22,6,1,1
ACT0080788,CUST04466,2025-02-01,23,600,24,4,3,7
ACT0080789,CUST04466,2025-03-01,15,125,29,5,3,4
ACT0080790,CUST04466,2025-04-01,19,296,45,4,4,6
ACT0080791,CUST04466,2025-05-01,7,183,15,6,5,4
ACT0080792,CUST04466,2025-06-01,13,203,27,5,6,4
ACT0080793,CUST04466,2025-07-01,13,340,32,12,3,4
ACT0080794,CUST04466,2025-08-01,11,357,41,7,3,4
ACT0080795,CUST04466,2025-09-01,18,380,27,6,1,3
ACT0080796,CUST04466,2025-10-01,10,429,42,8,6,4
ACT0080797,CUST04466,2025-11-01,11,365,42,2,4,5
ACT0080798,CUST04466,2025-12-01,6,365,21,10,5,5
ACT0080799,CUST04466,2026-01-01,13,365,36,10,2,4
ACT0080800,CUST04466,2026-02-01,9,323,33,3,3,3
ACT0080801,CUST04466,2026-03-01,8,345,24,6,2,5
ACT0080802,CUST04466,2026-04-01,11,117,4,9,4,4
ACT0080803,CUST04466,2026-05-01,12,274,36,6,7,3
ACT0080804,CUST04466,2026-06-01,15,300,47,12,2,7
ACT0080805,CUST04466,2026-07-01,12,136,32,7,5,3
ACT0080806,CUST04466,2026-08-01,10,249,51,6,1,6
ACT0080807,CUST04466,2026-09-01,15,391,46,10,4,5
ACT0080808,CUST04467,2026-05-01,12,529,11,8,1,4
ACT0080809,CUST04467,2026-06-01,3,509,26,7,1,5
ACT0080810,CUST04467,2026-07-01,14,360,51,12,1,6
ACT0080811,CUST04467,2026-08-01,27,562,53,9,1,5
ACT0080812,CUST04467,2026-09-01,27,532,30,8,7,4
ACT0080813,CUST04468,2024-10-01,23,317,26,8,2,5
ACT0080814,CUST04468,2024-11-01,32,467,5,8,1,5
ACT0080815,CUST04468,2024-12-01,16,418,48,6,1,2
ACT0080816,CUST04468,2025-01-01,23,442,60,4,3,3
ACT0080817,CUST04469,2025-06-01,20,409,33,5,2,5
ACT0080818,CUST04469,2025-07-01,19,529,48,4,5,7
ACT0080819,CUST04469,2025-08-01,6,327,32,11,5,5
ACT0080820,CUST04469,2025-09-01,18,530,26,8,1,4
ACT0080821,CUST04469,2025-10-01,9,514,31,9,4,6
ACT0080822,CUST04469,2025-11-01,7,459,35,15,3,5
ACT0080823,CUST04469,2025-12-01,17,508,49,5,4,5
ACT0080824,CUST04469,2026-01-01,11,323,45,0,4,2
ACT0080825,CUST04469,2026-02-01,7,420,50,6,2,5
ACT0080826,CUST04469,2026-03-01,8,453,43,9,4,7
ACT0080827,CUST04469,2026-04-01,11,396,43,5,3,5
ACT0080828,CUST04469,2026-05-01,14,292,43,10,3,7
ACT0080829,CUST04469,2026-06-01,9,291,32,8,2,4
ACT0080830,CUST04469,2026-07-01,11,480,39,9,7,1
ACT0080831,CUST04469,2026-08-01,10,314,38,4,5,5
ACT0080832,CUST04469,2026-09-01,12,444,34,12,5,5
ACT0080833,CUST04470,2024-10-01,15,439,19,7,4,5
ACT0080834,CUST04470,2024-11-01,20,555,32,1,6,5
ACT0080835,CUST04470,2024-12-01,18,234,26,6,4,4
ACT0080836,CUST04470,2025-01-01,18,342,16,10,2,1
ACT0080837,CUST04470,2025-02-01,19,365,38,8,6,3
ACT0080838,CUST04470,2025-03-01,6,383,48,7,2,7
ACT0080839,CUST04470,2025-04-01,26,358,56,11,4,5
ACT0080840,CUST04470,2025-05-01,20,570,39,3,4,4
ACT0080841,CUST04470,2025-06-01,9,443,38,6,3,4
ACT0080842,CUST04470,2025-07-01,22,501,38,10,7,3
ACT0080843,CUST04470,2025-08-01,18,416,50,6,5,4
ACT0080844,CUST04470,2025-09-01,4,546,32,5,6,3
ACT0080845,CUST04470,2025-10-01,14,635,5,2,4,3
ACT0080846,CUST04470,2025-11-01,22,542,30,13,5,4
ACT0080847,CUST04470,2025-12-01,36,539,35,9,2,4
ACT0080848,CUST04470,2026-01-01,18,541,36,8,1,5
ACT0080849,CUST04470,2026-02-01,31,520,29,15,3,4
ACT0080850,CUST04470,2026-03-01,20,526,41,7,3,2
ACT0080851,CUST04470,2026-04-01,6,590,27,6,6,6
ACT0080852,CUST04470,2026-05-01,12,650,35,8,5,3
ACT0080853,CUST04470,2026-06-01,19,781,46,14,4,5
ACT0080854,CUST04470,2026-07-01,21,381,55,9,2,6
ACT0080855,CUST04470,2026-08-01,23,411,40,7,2,6
ACT0080856,CUST04470,2026-09-01,21,610,24,7,2,3
ACT0080857,CUST04471,2026-07-01,15,572,37,12,6,5
ACT0080858,CUST04471,2026-08-01,15,572,43,9,4,5
ACT0080859,CUST04471,2026-09-01,15,329,40,2,8,3
ACT0080860,CUST04472,2024-11-01,9,592,51,9,6,5
ACT0080861,CUST04472,2024-12-01,19,611,32,10,4,4
ACT0080862,CUST04472,2025-01-01,21,487,54,12,5,6
ACT0080863,CUST04472,2025-02-01,22,635,37,7,4,4
ACT0080864,CUST04472,2025-03-01,23,730,17,9,4,4
ACT0080865,CUST04472,2025-04-01,21,517,26,4,7,3
ACT0080866,CUST04472,2025-05-01,29,241,14,7,5,6
ACT0080867,CUST04472,2025-06-01,16,197,21,5,1,3
ACT0080868,CUST04472,2025-07-01,28,448,19,1,3,5
ACT0080869,CUST04472,2025-08-01,31,431,3,5,1,6
ACT0080870,CUST04472,2025-09-01,25,442,22,13,2,6
ACT0080871,CUST04472,2025-10-01,26,447,16,11,3,4
ACT0080872,CUST04472,2025-11-01,21,444,15,7,4,2
ACT0080873,CUST04472,2025-12-01,23,384,55,6,3,6
ACT0080874,CUST04472,2026-01-01,28,555,38,10,6,3
ACT0080875,CUST04472,2026-02-01,23,339,44,10,5,2
ACT0080876,CUST04472,2026-03-01,24,712,26,10,5,5
ACT0080877,CUST04472,2026-04-01,21,639,48,11,4,5
ACT0080878,CUST04472,2026-05-01,32,663,35,10,2,6
ACT0080879,CUST04472,2026-06-01,14,655,43,8,5,4
ACT0080880,CUST04472,2026-07-01,17,369,40,11,7,4
ACT0080881,CUST04472,2026-08-01,24,249,32,10,6,7
ACT0080882,CUST04472,2026-09-01,33,646,19,7,1,5
ACT0080883,CUST04473,2026-06-01,26,519,40,3,4,4
ACT0080884,CUST04473,2026-07-01,28,682,52,9,5,6
ACT0080885,CUST04473,2026-08-01,14,699,43,5,10,5
ACT0080886,CUST04473,2026-09-01,19,365,25,13,4,3
ACT0080887,CUST04474,2026-07-01,16,544,29,10,2,5
ACT0080888,CUST04474,2026-08-01,27,280,28,10,5,4
ACT0080889,CUST04474,2026-09-01,19,418,45,7,2,9
ACT0080890,CUST04475,2025-05-01,20,658,48,8,5,4
ACT0080891,CUST04475,2025-06-01,15,719,17,2,3,5
ACT0080892,CUST04475,2025-07-01,8,215,42,6,1,4
ACT0080893,CUST04475,2025-08-01,12,497,35,3,1,3
ACT0080894,CUST04475,2025-09-01,10,167,21,4,1,1
ACT0080895,CUST04475,2025-10-01,12,268,10,3,3,4
ACT0080896,CUST04475,2025-11-01,2,380,20,2,4,6
ACT0080897,CUST04475,2025-12-01,7,252,11,1,4,3
ACT0080898,CUST04475,2026-01-01,4,162,5,2,1,5
ACT0080899,CUST04475,2026-02-01,5,74,7,2,3,3
ACT0080900,CUST04475,2026-03-01,4,119,9,0,3,5
ACT0080901,CUST04475,2026-04-01,2,40,1,1,3,7
ACT0080902,CUST04475,2026-05-01,2,51,6,1,4,6
ACT0080903,CUST04475,2026-06-01,4,88,6,1,5,2
ACT0080904,CUST04475,2026-07-01,2,41,4,1,5,4
ACT0080905,CUST04475,2026-08-01,4,41,6,0,2,3
ACT0080906,CUST04475,2026-09-01,3,57,7,1,3,4
ACT0080907,CUST04476,2024-01-01,27,470,23,12,2,5
ACT0080908,CUST04476,2024-02-01,22,429,8,9,4,7
ACT0080909,CUST04476,2024-03-01,11,283,33,9,1,4
ACT0080910,CUST04476,2024-04-01,27,529,33,6,6,8
ACT0080911,CUST04476,2024-05-01,16,485,40,8,6,5
ACT0080912,CUST04476,2024-06-01,21,511,38,5,4,6
ACT0080913,CUST04476,2024-07-01,10,450,30,12,3,3
ACT0080914,CUST04476,2024-08-01,9,518,30,11,5,5
ACT0080915,CUST04476,2024-09-01,29,547,28,7,3,5
ACT0080916,CUST04476,2024-10-01,27,474,45,0,3,6
ACT0080917,CUST04476,2024-11-01,19,578,41,6,3,6
ACT0080918,CUST04476,2024-12-01,18,642,20,7,3,2
ACT0080919,CUST04476,2025-01-01,23,571,36,10,1,5
ACT0080920,CUST04476,2025-02-01,18,445,26,4,3,4
ACT0080921,CUST04476,2025-03-01,17,442,21,5,7,5
ACT0080922,CUST04476,2025-04-01,18,145,17,5,3,7
ACT0080923,CUST04476,2025-05-01,13,446,37,11,7,3
ACT0080924,CUST04476,2025-06-01,9,525,43,8,5,3
ACT0080925,CUST04476,2025-07-01,25,597,16,8,1,6
ACT0080926,CUST04476,2025-08-01,22,443,40,9,3,7
ACT0080927,CUST04476,2025-09-01,20,384,34,10,3,4
ACT0080928,CUST04476,2025-10-01,19,412,31,9,2,2
ACT0080929,CUST04476,2025-11-01,18,484,23,8,1,3
ACT0080930,CUST04476,2025-12-01,28,416,2,13,2,4
ACT0080931,CUST04476,2026-01-01,19,617,28,7,6,4
ACT0080932,CUST04476,2026-02-01,14,604,45,3,1,6
ACT0080933,CUST04476,2026-03-01,27,445,26,10,6,4
ACT0080934,CUST04476,2026-04-01,15,307,41,11,7,4
ACT0080935,CUST04476,2026-05-01,19,138,15,7,4,4
ACT0080936,CUST04476,2026-06-01,12,514,23,3,9,3
ACT0080937,CUST04476,2026-07-01,26,309,47,7,3,4
ACT0080938,CUST04476,2026-08-01,23,484,37,9,2,2
ACT0080939,CUST04476,2026-09-01,18,470,39,15,1,7
ACT0080940,CUST04477,2026-06-01,20,292,55,5,1,4
ACT0080941,CUST04477,2026-07-01,20,673,18,5,3,5
ACT0080942,CUST04477,2026-08-01,12,495,47,7,4,7
ACT0080943,CUST04477,2026-09-01,20,564,34,3,5,5
ACT0080944,CUST04478,2025-08-01,28,558,45,6,6,2
ACT0080945,CUST04478,2025-09-01,30,412,23,8,1,3
ACT0080946,CUST04478,2025-10-01,2,549,36,9,2,5
ACT0080947,CUST04478,2025-11-01,11,483,38,7,8,4
ACT0080948,CUST04478,2025-12-01,11,443,41,8,2,1
ACT0080949,CUST04478,2026-01-01,29,523,46,0,3,3
ACT0080950,CUST04478,2026-02-01,25,434,38,2,4,6
ACT0080951,CUST04478,2026-03-01,16,503,25,4,4,3
ACT0080952,CUST04478,2026-04-01,18,673,20,10,4,5
ACT0080953,CUST04478,2026-05-01,17,485,35,14,1,6
ACT0080954,CUST04478,2026-06-01,28,518,18,8,7,6
ACT0080955,CUST04478,2026-07-01,19,568,37,7,2,1
ACT0080956,CUST04478,2026-08-01,13,411,35,9,4,3
ACT0080957,CUST04478,2026-09-01,20,559,36,1,1,2
ACT0080958,CUST04479,2026-05-01,22,534,30,9,3,7
ACT0080959,CUST04479,2026-06-01,11,510,46,7,1,5
ACT0080960,CUST04479,2026-07-01,29,313,14,3,2,6
ACT0080961,CUST04479,2026-08-01,23,444,24,12,3,5
ACT0080962,CUST04479,2026-09-01,17,469,18,10,5,4
ACT0080963,CUST04480,2025-03-01,11,499,25,4,5,2
ACT0080964,CUST04480,2025-04-01,10,638,43,10,3,5
ACT0080965,CUST04480,2025-05-01,20,521,34,6,2,6
ACT0080966,CUST04480,2025-06-01,6,275,19,12,5,3
ACT0080967,CUST04480,2025-07-01,15,154,25,4,4,5
ACT0080968,CUST04480,2025-08-01,7,238,34,3,2,4
ACT0080969,CUST04480,2025-09-01,8,127,30,6,4,3
ACT0080970,CUST04480,2025-10-01,9,204,9,3,1,6
ACT0080971,CUST04480,2025-11-01,7,205,15,3,5,4
ACT0080972,CUST04480,2025-12-01,5,166,11,1,7,4
ACT0080973,CUST04480,2026-01-01,3,87,7,1,4,5
ACT0080974,CUST04480,2026-02-01,2,69,6,1,3,6
ACT0080975,CUST04480,2026-03-01,3,65,1,0,7,5
ACT0080976,CUST04480,2026-04-01,3,79,6,1,4,3
ACT0080977,CUST04480,2026-05-01,2,17,2,1,1,4
ACT0080978,CUST04480,2026-06-01,2,48,6,1,1,1
ACT0080979,CUST04480,2026-07-01,1,66,5,1,3,4
ACT0080980,CUST04480,2026-08-01,3,104,3,1,4,5
ACT0080981,CUST04480,2026-09-01,3,75,4,1,6,4
ACT0080982,CUST04481,2024-05-01,25,439,31,9,5,3
ACT0080983,CUST04481,2024-06-01,17,722,28,10,3,2
ACT0080984,CUST04481,2024-07-01,18,469,34,7,1,5
ACT0080985,CUST04481,2024-08-01,10,655,39,7,1,8
ACT0080986,CUST04481,2024-09-01,12,363,64,6,2,8
ACT0080987,CUST04481,2024-10-01,17,615,32,7,5,2
ACT0080988,CUST04481,2024-11-01,19,657,46,0,4,3
ACT0080989,CUST04481,2024-12-01,28,579,49,7,5,3
ACT0080990,CUST04481,2025-01-01,19,411,39,6,4,3
ACT0080991,CUST04481,2025-02-01,21,212,18,8,4,5
ACT0080992,CUST04481,2025-03-01,22,600,26,13,2,5
ACT0080993,CUST04481,2025-04-01,9,525,67,2,1,4
ACT0080994,CUST04481,2025-05-01,26,203,45,9,3,3
ACT0080995,CUST04481,2025-06-01,24,297,10,8,5,5
ACT0080996,CUST04481,2025-07-01,26,534,45,10,5,6
ACT0080997,CUST04481,2025-08-01,25,631,64,6,2,4
ACT0080998,CUST04481,2025-09-01,25,560,33,11,2,3
ACT0080999,CUST04481,2025-10-01,16,401,31,7,4,3
ACT0081000,CUST04481,2025-11-01,23,773,28,10,4,6
ACT0081001,CUST04481,2025-12-01,14,443,24,10,5,4
ACT0081002,CUST04481,2026-01-01,25,512,14,8,3,3
ACT0081003,CUST04481,2026-02-01,19,482,47,9,3,4
ACT0081004,CUST04481,2026-03-01,21,552,63,6,5,5
ACT0081005,CUST04481,2026-04-01,21,537,31,6,1,3
ACT0081006,CUST04481,2026-05-01,24,571,39,4,3,4
ACT0081007,CUST04481,2026-06-01,18,391,56,15,1,3
ACT0081008,CUST04481,2026-07-01,23,517,43,9,3,4
ACT0081009,CUST04481,2026-08-01,20,596,26,3,6,6
ACT0081010,CUST04481,2026-09-01,20,472,23,14,2,7
ACT0081011,CUST04482,2024-07-01,9,338,36,4,6,3
ACT0081012,CUST04482,2024-08-01,27,483,28,10,4,5
ACT0081013,CUST04482,2024-09-01,24,330,25,10,7,4
ACT0081014,CUST04482,2024-10-01,18,165,38,2,3,8
ACT0081015,CUST04482,2024-11-01,14,488,23,9,4,5
ACT0081016,CUST04482,2024-12-01,16,651,33,5,5,5
ACT0081017,CUST04482,2025-01-01,20,421,38,9,2,3
ACT0081018,CUST04482,2025-02-01,23,337,23,7,1,3
ACT0081019,CUST04482,2025-03-01,20,464,21,3,6,6
ACT0081020,CUST04482,2025-04-01,23,449,16,4,7,5
ACT0081021,CUST04482,2025-05-01,30,122,44,6,2,3
ACT0081022,CUST04482,2025-06-01,23,635,22,5,3,7
ACT0081023,CUST04482,2025-07-01,24,724,34,4,3,4
ACT0081024,CUST04482,2025-08-01,25,424,16,12,2,5
ACT0081025,CUST04482,2025-09-01,9,375,50,6,1,6
ACT0081026,CUST04482,2025-10-01,35,662,46,10,1,3
ACT0081027,CUST04482,2025-11-01,9,194,36,5,1,4
ACT0081028,CUST04482,2025-12-01,28,373,39,7,2,8
ACT0081029,CUST04482,2026-01-01,17,558,21,3,5,4
ACT0081030,CUST04482,2026-02-01,19,256,36,11,4,4
ACT0081031,CUST04482,2026-03-01,14,166,43,5,1,4
ACT0081032,CUST04482,2026-04-01,18,528,39,12,3,4
ACT0081033,CUST04482,2026-05-01,28,230,49,7,4,4
ACT0081034,CUST04482,2026-06-01,23,790,49,4,2,7
ACT0081035,CUST04482,2026-07-01,17,808,34,11,5,5
ACT0081036,CUST04482,2026-08-01,14,599,46,7,6,4
ACT0081037,CUST04482,2026-09-01,5,312,44,2,1,2
ACT0081038,CUST04483,2024-11-01,22,742,43,8,6,8
ACT0081039,CUST04483,2024-12-01,11,294,28,10,3,4
ACT0081040,CUST04483,2025-01-01,17,518,41,6,6,5
ACT0081041,CUST04483,2025-02-01,20,290,34,4,5,5
ACT0081042,CUST04483,2025-03-01,16,444,26,4,3,6
ACT0081043,CUST04483,2025-04-01,10,456,33,8,2,4
ACT0081044,CUST04483,2025-05-01,14,410,45,4,3,2
ACT0081045,CUST04483,2025-06-01,21,594,11,10,2,5
ACT0081046,CUST04483,2025-07-01,11,368,37,3,4,4
ACT0081047,CUST04483,2025-08-01,13,457,18,6,4,7
ACT0081048,CUST04483,2025-09-01,13,324,25,3,1,3
ACT0081049,CUST04483,2025-10-01,16,376,40,6,3,3
ACT0081050,CUST04483,2025-11-01,21,440,46,7,1,7
ACT0081051,CUST04483,2025-12-01,11,181,44,7,7,4
ACT0081052,CUST04483,2026-01-01,9,156,35,6,5,6
ACT0081053,CUST04483,2026-02-01,19,298,20,8,1,3
ACT0081054,CUST04483,2026-03-01,13,308,40,7,3,6
ACT0081055,CUST04483,2026-04-01,9,320,12,4,5,5
ACT0081056,CUST04483,2026-05-01,6,330,26,11,8,3
ACT0081057,CUST04483,2026-06-01,10,419,41,5,1,4
ACT0081058,CUST04483,2026-07-01,13,243,27,8,5,6
ACT0081059,CUST04483,2026-08-01,9,296,31,6,3,4
ACT0081060,CUST04483,2026-09-01,10,276,32,6,9,6
ACT0081061,CUST04484,2024-06-01,20,489,67,3,5,4
ACT0081062,CUST04484,2024-07-01,22,581,22,6,2,5
ACT0081063,CUST04484,2024-08-01,20,497,29,2,1,3
ACT0081064,CUST04484,2024-09-01,26,322,46,6,3,3
ACT0081065,CUST04484,2024-10-01,28,524,2,7,4,2
ACT0081066,CUST04484,2024-11-01,24,432,28,2,4,4
ACT0081067,CUST04484,2024-12-01,11,432,41,7,4,3
ACT0081068,CUST04484,2025-01-01,33,685,31,13,7,3
ACT0081069,CUST04484,2025-02-01,20,312,30,8,5,6
ACT0081070,CUST04484,2025-03-01,15,453,42,10,4,3
ACT0081071,CUST04484,2025-04-01,14,433,57,5,3,5
ACT0081072,CUST04484,2025-05-01,22,382,34,8,3,6
ACT0081073,CUST04484,2025-06-01,16,625,57,7,1,3
ACT0081074,CUST04484,2025-07-01,30,457,36,9,5,1
ACT0081075,CUST04484,2025-08-01,28,401,37,2,7,6
ACT0081076,CUST04484,2025-09-01,23,596,47,4,1,5
ACT0081077,CUST04484,2025-10-01,20,341,13,6,4,2
ACT0081078,CUST04484,2025-11-01,29,527,34,10,3,4
ACT0081079,CUST04484,2025-12-01,19,671,39,9,9,4
ACT0081080,CUST04484,2026-01-01,27,550,25,13,3,5
ACT0081081,CUST04484,2026-02-01,17,280,40,11,1,4
ACT0081082,CUST04484,2026-03-01,12,440,17,2,4,4
ACT0081083,CUST04484,2026-04-01,27,459,58,10,2,3
ACT0081084,CUST04484,2026-05-01,18,514,46,9,1,4
ACT0081085,CUST04484,2026-06-01,27,578,11,10,3,1
ACT0081086,CUST04484,2026-07-01,21,387,43,8,5,6
ACT0081087,CUST04484,2026-08-01,17,397,32,7,6,8
ACT0081088,CUST04484,2026-09-01,13,577,49,7,1,5
ACT0081089,CUST04485,2026-07-01,21,521,35,10,2,5
ACT0081090,CUST04485,2026-08-01,13,425,21,8,1,6
ACT0081091,CUST04485,2026-09-01,20,359,38,3,3,7
ACT0081092,CUST04486,2024-02-01,25,452,57,4,2,5
ACT0081093,CUST04486,2024-03-01,16,460,30,12,1,7
ACT0081094,CUST04486,2024-04-01,19,421,38,10,1,4
ACT0081095,CUST04486,2024-05-01,26,519,46,8,3,3
ACT0081096,CUST04486,2024-06-01,16,127,47,4,1,5
ACT0081097,CUST04486,2024-07-01,13,460,35,1,3,3
ACT0081098,CUST04486,2024-08-01,6,391,57,14,3,5
ACT0081099,CUST04486,2024-09-01,14,711,44,5,1,4
ACT0081100,CUST04486,2024-10-01,22,627,14,3,5,5
ACT0081101,CUST04486,2024-11-01,28,238,19,7,1,4
ACT0081102,CUST04486,2024-12-01,27,495,42,8,3,4
ACT0081103,CUST04486,2025-01-01,21,448,44,10,3,6
ACT0081104,CUST04486,2025-02-01,14,608,41,6,3,3
ACT0081105,CUST04486,2025-03-01,12,460,41,5,4,6
ACT0081106,CUST04486,2025-04-01,21,407,43,10,2,7
ACT0081107,CUST04486,2025-05-01,25,557,56,5,8,7
ACT0081108,CUST04486,2025-06-01,17,384,36,7,3,4
ACT0081109,CUST04486,2025-07-01,23,669,34,12,4,3
ACT0081110,CUST04486,2025-08-01,34,519,39,8,4,7
ACT0081111,CUST04486,2025-09-01,10,440,48,8,1,7
ACT0081112,CUST04486,2025-10-01,2,478,66,12,1,2
ACT0081113,CUST04486,2025-11-01,11,673,88,3,1,5
ACT0081114,CUST04486,2025-12-01,17,471,33,5,8,4
ACT0081115,CUST04486,2026-01-01,27,272,34,5,2,3
ACT0081116,CUST04486,2026-02-01,20,413,23,6,5,3
ACT0081117,CUST04486,2026-03-01,29,436,32,5,3,4
ACT0081118,CUST04486,2026-04-01,24,405,40,7,4,3
ACT0081119,CUST04486,2026-05-01,18,760,36,7,1,5
ACT0081120,CUST04486,2026-06-01,21,328,29,8,1,5
ACT0081121,CUST04486,2026-07-01,20,674,20,14,4,2
ACT0081122,CUST04486,2026-08-01,31,560,42,7,3,3
ACT0081123,CUST04486,2026-09-01,16,791,56,8,4,3
ACT0081124,CUST04487,2025-07-01,13,362,58,5,4,6
ACT0081125,CUST04487,2025-08-01,34,307,48,4,5,3
ACT0081126,CUST04487,2025-09-01,15,393,44,6,5,5
ACT0081127,CUST04487,2025-10-01,28,519,27,5,4,7
ACT0081128,CUST04487,2025-11-01,23,291,25,7,5,5
ACT0081129,CUST04487,2025-12-01,26,550,44,7,4,2
ACT0081130,CUST04488,2024-04-01,20,501,56,11,3,5
ACT0081131,CUST04488,2024-05-01,16,599,53,9,3,4
ACT0081132,CUST04488,2024-06-01,10,425,20,13,2,6
ACT0081133,CUST04488,2024-07-01,27,588,30,7,3,5
ACT0081134,CUST04488,2024-08-01,17,414,35,6,1,3
ACT0081135,CUST04488,2024-09-01,19,373,46,10,3,4
ACT0081136,CUST04488,2024-10-01,15,356,45,5,1,6
ACT0081137,CUST04488,2024-11-01,16,466,12,4,6,6
ACT0081138,CUST04488,2024-12-01,21,578,41,13,6,2
ACT0081139,CUST04488,2025-01-01,23,534,22,4,4,3
ACT0081140,CUST04488,2025-02-01,22,436,35,8,4,4
ACT0081141,CUST04488,2025-03-01,29,478,57,3,4,3
ACT0081142,CUST04488,2025-04-01,16,873,8,6,2,5
ACT0081143,CUST04488,2025-05-01,16,501,47,10,2,4
ACT0081144,CUST04488,2025-06-01,15,767,30,6,3,5
ACT0081145,CUST04488,2025-07-01,18,525,48,6,3,4
ACT0081146,CUST04488,2025-08-01,31,360,59,4,3,3
ACT0081147,CUST04488,2025-09-01,25,729,41,12,3,5
ACT0081148,CUST04488,2025-10-01,21,479,28,8,6,5
ACT0081149,CUST04488,2025-11-01,24,518,8,8,3,8
ACT0081150,CUST04488,2025-12-01,28,600,52,6,3,5
ACT0081151,CUST04488,2026-01-01,25,346,50,6,4,4
ACT0081152,CUST04488,2026-02-01,9,561,36,6,3,5
ACT0081153,CUST04488,2026-03-01,8,665,50,3,3,4
ACT0081154,CUST04488,2026-04-01,25,484,33,7,1,5
ACT0081155,CUST04488,2026-05-01,16,367,19,6,5,7
ACT0081156,CUST04488,2026-06-01,29,163,48,3,4,5
